hmm,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty [nm]
1,54,18487.32047,19641.15266,124.7748329,8848.551902,50.87613146,54.54622098,5.143068297
1,54,18949.8236,28302.90385,121.6652039,4146.903433,37.83139255,28.15758979,5.544592841
1,54,19376.51663,26914.57723,124.5115821,25113.8847,109.6095068,120.6452502,3.93248461
1,54,19351.00556,29738.80938,123.3704992,10310.18831,54.02094508,60.36698369,4.771325531
1,54,22702.53561,17106.55895,127.3717269,16919.39999,66.92095617,116.9512945,5.881892608
1,54,24310.64434,22559.51861,126.7926925,17870.79456,81.41656215,107.0270907,5.069984236
1,54,31578.83344,26420.30079,122.8697858,3526.687636,26.5418809,25.17279007,5.959909413
1,54,32369.33068,11403.80273,123.5185688,5881.990974,36.3184678,36.64518349,5.182670973
1,54,32421.3552,21486.88218,126.2775563,3874.002759,35.12851021,20.4460168,4.820537106
1,55,4038.41144,17090.04025,122.6264069,4270.365334,25.45417289,25.38626071,5.005006446
1,55,6471.091607,14890.90144,117.0688451,3289.9298,25.37811584,17.68211004,4.347073781
1,55,7785.30673,13523.5556,119.5359414,7957.962605,37.70836192,43.31104296,4.248318591
1,55,9158.833137,18724.77727,124.8123118,7994.170522,34.44649396,35.92709509,3.890924493
1,55,9754.536561,9594.304751,124.6419682,5831.408673,29.19577819,28.58928571,4.277190614
1,55,9708.66565,30592.21412,125.245803,2761.59751,19.97429102,20.66679314,6.540251809
1,55,10166.12436,28437.51577,124.6092121,4392.483919,23.26516582,26.24413764,5.167555684
1,55,11688.19764,5677.441642,115.342186,3845.308781,27.45923129,28.22757006,5.398129424
1,55,12383.52152,15176.33102,118.2862333,13232.65864,62.48878923,77.09786815,4.343690422
1,55,13091.52829,27989.82027,126.2317364,10801.17991,41.32551491,64.48610299,5.071736319
1,55,14425.33803,20424.46989,125.258215,13424.63495,61.43923362,77.0241507,4.782546386
1,55,18485.1395,19641.58783,123.0027804,8527.19953,50.26859299,53.88328791,5.126493759
1,55,18946.60156,28291.96744,127.2146897,4271.075412,33.0258754,27.47921873,5.738591702
1,55,19370.86887,26917.24639,126.5697343,25952.95439,111.9307434,134.8608084,4.376961509
1,55,19350.19076,29739.04313,124.527061,10194.87784,56.47558829,68.75707008,5.551040551
1,55,30320.8353,8003.005122,117.1104538,2514.632774,26.85552067,18.08758469,5.635681206
1,55,30560.92779,8842.884276,125.7012144,2852.878143,22.55250096,21.61523419,6.640522624
1,56,4039.006669,17094.22145,124.1660949,4695.080225,24.88367798,25.30234502,4.678672795
1,56,6475.60991,14900.32439,113.9456604,3098.122879,26.08820199,15.86002859,4.030424731
1,56,7777.456271,13518.98312,124.2634864,7695.592871,33.88935059,42.26700844,4.617483903
1,56,9160.275023,18718.45275,124.5309966,8510.366504,35.38521064,41.52470006,4.148305084
1,56,9753.616271,9595.389531,124.4673336,6531.155317,32.47349358,34.04362156,4.462121975
1,56,9711.50747,30591.27871,114.5906513,2673.629967,22.00125688,18.37260228,5.19164729
1,56,11696.99968,5673.940965,112.6467378,3658.520444,26.8380834,23.75882658,4.671358762
1,56,12384.541,15176.86742,112.8631506,13997.54098,68.52704556,94.00541045,4.529267248
1,56,13097.64729,27992.30537,121.7047434,12500.55038,48.66507885,80.07423123,5.029337558
1,56,14424.84574,20423.21662,124.4173146,14149.30426,62.64072718,79.37801571,4.614502859
1,56,15331.00675,16742.78127,125.5477763,6109.635662,35.85795505,38.24857086,5.358894655
1,56,18375.02102,15884.54431,126.9102864,7979.123664,43.18789245,45.37453299,4.952224753
1,56,18489.88748,19643.75439,122.9529879,9160.787923,55.26699697,58.68565902,5.175743766
1,56,18943.5492,28300.33226,121.7711103,3835.325897,34.87697349,25.80289932,5.536584943
1,56,19372.50069,26916.09183,126.688845,25663.92037,106.2206125,128.1805658,4.221507118
1,56,19349.67855,29740.4143,123.2167283,9446.181078,53.72562798,59.32334858,5.096459402
1,56,21251.75868,15085.58864,126.9120021,12368.17884,55.31575592,77.96095493,5.375726411
1,56,21450.87411,3929.610617,127.3736069,6317.213102,34.56614179,40.48758174,5.618984291
1,56,30557.12411,8854.002622,122.1725444,3038.758757,22.73129349,19.46939685,5.440479436
1,56,31572.15428,26417.85242,120.3768528,3208.097999,26.50095918,23.54564992,5.913909579
1,56,32363.39173,11407.70374,126.026097,6078.229607,34.5844849,36.12359434,5.151837302
1,57,4040.90035,17089.11285,121.5954551,4537.113044,26.17335481,27.23884877,4.947554757
1,57,6473.007366,14897.79649,117.9125757,3267.55105,26.15993437,18.65290078,4.61747759
1,57,7067.013068,24236.75926,124.8484084,4185.333847,27.89955371,28.12281683,5.763054405
1,57,7780.243761,13520.11014,120.9006806,7386.534399,36.40205488,39.12844947,4.254360722
1,57,9160.763733,18717.64682,120.6645119,7778.164065,38.71677014,39.38526145,4.060961544
1,57,9713.067353,30587.56602,116.7069187,2419.612772,23.0401848,18.6066097,5.937774926
1,57,10163.93076,28435.79339,126.1029675,4666.975876,26.73058339,27.10600323,5.134275654
1,57,11694.76474,5671.765217,116.0057072,3560.340267,28.68105063,22.37980461,4.807665983
1,57,12374.4868,15177.9413,125.9170968,12905.49293,58.05515675,72.97522619,4.770697184
1,57,14423.81095,20424.49152,122.7948986,13010.22618,64.39384983,67.64334917,4.199572927
1,57,18480.83262,19643.80676,126.5394574,8517.766066,47.82104201,48.3422483,4.902220394
1,57,18942.13094,28285.33692,123.012322,3459.458475,31.4639397,22.36705472,5.49258461
1,57,19349.57062,29741.32626,123.2844504,8477.403534,48.71256154,57.92688685,5.540467063
1,57,26936.56214,10135.30779,126.8195102,12520.61085,62.5180617,67.49716323,4.628932986
1,58,4034.477963,17091.08433,125.8803354,4788.466353,22.86158456,23.54575426,4.437289072
1,58,6473.64131,14894.66498,116.9940041,3287.131439,25.69693349,15.98587201,4.029652569
1,58,7775.020937,13518.6094,124.1328421,8054.259003,36.59653969,44.74073666,4.645517201
1,58,9161.190098,18715.7459,125.0267296,8064.280692,34.87740154,38.70414611,4.131610382
1,58,9708.125255,30594.25798,116.6224264,2744.447689,21.94783658,23.46021229,6.430193207
1,58,10171.94378,28436.94023,124.9792649,4905.944947,24.60393733,29.20557115,5.141940073
1,58,11691.39577,5674.853258,120.5768936,4095.789517,26.96537485,21.98798379,4.473634292
1,58,12379.78844,15177.06147,121.1401891,13286.37417,62.38692042,73.41632638,4.32752308
1,58,14424.15057,20421.65693,123.9332862,13281.32249,66.97529233,73.3241269,4.519126194
1,58,18943.27817,28288.34443,125.9523119,3962.773335,32.31286626,29.11046336,6.362171618
1,58,19369.82858,26915.3524,125.7450907,24871.02028,107.6207298,125.282193,4.196747227
1,58,30319.14838,8005.872745,125.6256789,2879.145024,26.2023093,20.14428182,6.190429399
1,59,4041.156806,17087.28243,122.4334171,4572.289534,23.99355536,27.26395445,4.979007238
1,59,6480.148495,14898.28223,110.861899,3306.085183,26.22006492,17.40184913,3.890152284
1,59,7064.201904,24231.804,125.221623,4404.643684,30.43152938,31.45774301,6.102309793
1,59,9162.889582,18715.57636,125.4737992,8254.366141,35.36069528,38.41616123,4.042642963
1,59,9744.810266,9591.162201,127.0734273,6393.005778,31.7158962,30.36047235,4.28445173
1,59,10169.16663,28434.89855,125.667356,5055.345406,23.81294776,29.84419007,5.147414704
1,59,11694.86593,5670.180612,110.0672971,3711.567708,31.18635215,27.72420896,5.034835751
1,59,12378.42772,15172.89236,118.7481676,13194.23824,64.90946049,87.36195378,4.940988392
1,59,14422.93244,20425.10571,123.2657108,12849.08465,65.88159077,64.22244853,4.080408004
1,59,18488.85225,19642.28839,121.0565886,9396.152684,57.93349301,62.53772167,5.20142462
1,59,18942.06905,28291.19508,122.8546036,3753.085378,36.71034734,25.677552,5.719608237
1,59,19369.81252,26916.70544,127.2834552,25049.73545,109.104111,129.7508505,4.414574901
1,59,19344.08805,29733.42308,126.3034568,9893.37916,50.84549338,61.46697733,5.284976021
1,59,26937.78079,10134.73799,125.3610626,12038.27528,63.08691512,72.8397682,5.052002088
1,59,30314.36926,8010.661471,123.5314432,2812.12046,27.77515274,20.6426764,6.262807847
1,59,31367.5812,22375.97152,127.2658155,15783.79045,71.19144642,105.4802602,5.689462556
1,59,31570.14149,26414.34977,123.743833,3712.950207,26.79745431,23.86029538,5.495430886
1,60,4048.427851,17097.01515,118.7470492,4400.052423,25.70727983,23.88107628,4.362115743
1,60,6475.907789,14891.96358,113.0392341,3245.456625,26.03170268,17.94135451,4.184132754
1,60,7784.481904,13520.01875,120.930728,7381.57994,37.63692884,37.09929632,4.06419917
1,60,9165.994058,18723.30399,122.5236492,7974.504638,35.0054878,35.46894059,3.726868501
1,60,9755.175756,9592.150771,125.4531798,6321.484369,31.24814209,35.47210657,4.84221637
1,60,9713.46,30595.08016,122.7387763,2604.217736,20.27313934,18.57408316,6.076485759
1,60,10175.46255,28431.63001,126.9036289,4804.469586,23.14367638,28.20576468,5.233742379
1,60,11691.88185,5679.934757,115.858214,3786.910952,26.48566832,20.0089493,4.145845627
1,60,12385.18862,15176.45571,118.7365858,12183.31727,62.79094508,62.3334277,3.888357915
1,60,13095.02997,27993.51187,125.5587041,12802.93547,45.38694239,73.95338688,4.841792634
,60,14422.93673,20421.99664,121.6722186,13188.63241,64.77594725,72.03774545,4.318276782
,60,15331.85007,16739.89625,123.6666347,6016.223562,33.25214855,30.12974927,4.282716812
,60,18489.86896,19642.14018,121.783157,8750.030579,51.76455272,56.54504238,5.130422811
,60,19373.59254,26915.71724,123.9158236,24619.5993,110.4110449,124.3114385,4.088094505
,60,19349.51021,29742.71594,124.4444524,8636.016907,49.81989584,50.78700137,4.902987119
,60,24311.50165,22559.63164,124.2818853,18678.355,88.45399901,118.7446582,5.159935748
,60,30313.85658,8007.873086,120.1672599,2694.111944,25.28915155,20.31266828,6.108463509
,60,30555.48204,8849.340563,125.7943591,3090.582472,23.80756088,19.64906777,5.692974419
,60,31578.99699,26422.8725,121.9247768,3350.274201,26.36517715,22.30059998,5.552034956
,60,32413.1044,21485.98361,125.7011358,3858.081255,33.57862674,23.66579112,5.421413848
,60,32614.17732,18299.0262,127.0965067,4512.523937,30.9270639,27.89085047,5.511809337
,61,4037.371484,17089.51315,121.1264239,4636.737883,26.03775876,29.92936263,5.223956973
,61,6465.994965,14895.71313,123.3554998,3630.710343,24.85157136,19.8443693,4.783683221
,61,7777.753722,13520.22632,123.4621526,8058.520737,39.16869889,42.46076131,4.383979556
,61,9711.363836,30591.13776,117.4851936,2712.233141,22.27552912,21.4373196,6.096722563
,61,11687.60056,5673.7863,120.4172364,4001.235968,26.86509022,27.58845242,5.524517487
,61,12375.04226,15176.87894,123.617326,13002.46899,57.1924298,80.08616731,4.989885698
,61,14419.07619,20423.51,125.3673362,13024.4343,64.58683313,73.26823399,4.706140379
,61,14816.65126,24318.98798,126.7872629,4542.580608,29.7391316,27.64242117,5.410218078
,61,18482.14808,19642.44735,125.3829516,8877.6992,50.41752625,56.03538009,5.306624451
,61,19342.4209,29737.02502,126.9459547,9252.782481,49.81326394,56.97650041,5.30379301
,61,30319.96874,8006.457463,123.2846116,2655.497444,26.5664698,19.76130911,6.339636468
,61,32411.39489,21490.8901,122.182436,3882.519078,38.17861268,27.56991237,5.836485129
,62,4048.723325,17093.62387,120.7814661,4350.089554,24.91004256,24.79840886,4.691189743
,62,6473.224346,14891.82742,118.5396429,3254.858037,24.14044499,17.8122119,4.511444279
,62,7785.362218,13525.45661,122.3245105,7602.356094,35.88382331,40.27591015,4.342497066
,62,7854.481645,25489.73847,124.1725712,6596.804052,38.7843882,44.38380166,5.58591149
,62,9169.448895,18722.60195,122.4860482,8113.825163,35.20283916,38.89224169,3.969838831
,62,9755.452288,9594.250593,121.7791587,6174.964842,31.87810829,35.63002165,4.699771726
,62,9713.661778,30595.69521,119.5763949,2585.849562,21.68797528,17.38754372,5.524878587
,62,10171.13121,28438.83382,122.4283171,4642.446742,27.19895495,28.34056309,5.075567528
,62,11693.36764,5672.964871,114.9621275,3819.757188,27.94162575,23.50337587,4.618428528
,62,12383.03954,15178.88396,120.3529818,12442.98808,59.81747531,68.95264648,4.293824671
,62,13025.49584,30829.87785,124.8581791,10223.61498,45.00230296,53.0774902,4.370246942
,62,13096.15964,27991.2013,124.6686189,12474.59108,46.94246962,80.12092783,5.284513776
,62,14427.83581,20423.12605,122.7725872,12859.91649,59.34061553,71.2344311,4.455803471
,62,15332.96751,16742.45659,122.0282728,6092.165413,37.10678078,34.7132664,4.669396546
,62,18492.16471,19644.07102,119.3792221,8696.15597,54.34555648,54.15964917,4.772003455
,62,18949.77592,28295.39667,123.8528737,3901.451753,33.48611584,25.26490084,5.521791063
,62,19351.71649,29741.0203,124.987726,9824.962639,53.43062701,57.42666261,4.892892077
,62,21253.91519,15090.60267,126.5146744,12174.38612,55.96490797,74.90470281,5.223423636
,62,24313.21541,22558.77309,127.3673167,17811.46331,82.52643437,105.2571103,5.050119746
,62,26942.93402,10138.45397,122.8025698,11654.501,59.12961762,63.88043017,4.428513015
,62,30320.83908,8014.715477,119.6201344,2568.927313,27.39978098,20.72609369,6.440094217
,62,30561.48876,8855.606358,119.2496451,2868.839085,24.14111875,18.09457633,5.169027052
,62,31573.53977,26422.01846,120.6933412,3342.959721,25.90504252,19.84808159,4.957059548
,62,32363.48788,11411.13833,126.3068691,5496.904416,34.72882955,33.27897068,5.287965669
,62,33395.10792,20757.62757,125.5616957,6137.487,36.56698775,31.38336952,4.478420241
,63,6463.33234,14899.04277,116.3545889,3457.688577,28.23142224,21.14919658,4.739079821
,63,7775.609219,13518.88643,122.1795688,8570.648463,40.93614451,43.13169643,4.111957618
,63,9705.282103,30590.94054,122.83339,2841.164701,22.04740588,14.93495412,4.731713148
,63,10167.40788,28433.99027,126.2357682,4591.491228,28.90687169,26.24022749,5.078927421
,63,11685.76954,5675.836953,117.4327411,3883.668134,30.03536837,32.77783598,6.319640264
,63,18940.65842,28289.47261,126.8578069,4528.418185,35.9337299,37.4120122,7.137468572
,64,4050.676962,17096.12092,117.9142089,4271.877367,26.74314633,25.62049461,4.69169098
,64,6470.010947,14896.14864,119.0587255,3364.314213,24.55468479,21.15389245,5.066121058
,64,7787.122694,13518.74589,119.5722502,8019.875455,39.98893174,41.69742623,4.079342457
,64,9166.843772,18723.24995,123.1312294,8569.619783,35.87581553,41.74722822,4.053651769
,64,9754.309552,9596.890219,126.2174801,5688.729172,28.9866346,28.80667154,4.507933896
,64,10175.51967,28442.13582,126.8439527,4573.597386,24.36938958,28.98598528,5.609202173
,64,11687.78782,5681.286347,122.1106702,3938.734821,26.05850222,22.65364124,4.861149443
,64,12385.85328,15175.22623,116.2593385,12923.16767,62.09277497,73.99996827,4.136065751
,64,13026.64704,30827.92519,124.2324728,10271.9278,45.56339694,57.44796612,4.634672089
,64,14432.08756,20421.73643,117.1332861,11975.08114,65.7067842,67.03467624,4.119187757
,64,15333.49268,16744.87014,123.818125,6215.809345,35.29780654,35.71344303,4.828862177
,64,18486.45241,19644.48163,119.6432281,8255.090487,52.96239371,49.36947545,4.626545705
,64,18952.30724,28302.07384,126.5880173,4023.487843,32.84487812,24.18572282,5.381643421
,64,19371.40405,26917.05437,125.327948,25134.79451,102.7991272,136.4566986,4.48102603
,64,19355.70583,29738.20915,124.7645076,9998.377365,54.32533371,56.44216641,4.718156687
,64,22705.41825,17107.10835,126.9935684,16888.02171,67.74775547,106.228843,5.337589532
,64,24316.55871,22557.66075,124.9259778,18713.9522,83.82533311,115.6192263,5.07043063
,64,30329.29845,8007.568596,120.4716494,2568.961665,26.95336064,19.86981032,6.293986683
,64,31364.52133,22379.90653,127.1465429,14624.7961,62.98281332,95.1051104,5.539025428
,64,31567.97976,26422.31949,125.9090032,3380.462999,26.56502353,22.47365559,5.881465359
,64,32365.26048,11403.43934,127.3062825,5605.990562,32.69304811,35.28278345,5.551816012
,64,32418.92426,21486.20902,124.6508386,4060.06948,36.71258498,21.61783797,4.722560117
,65,4044.822506,17092.63768,118.7722219,4158.454281,27.3939457,26.05158291,4.943995171
,65,6475.596443,14898.25151,115.2326427,3434.875844,25.39529074,19.24662003,4.345256719
,65,7063.947589,24235.10452,125.0835267,4213.233365,28.67002413,28.64317995,5.841281872
,65,7781.645623,13520.05077,122.6456734,8115.156548,38.13133081,35.1675636,3.646942442
,65,9159.596017,18724.63463,125.4450743,8633.78051,34.92704284,40.06773522,4.019907717
,65,9751.411261,9598.240303,123.5794377,5528.330829,30.36176605,28.76692928,4.446678637
,65,10174.58625,28437.79005,124.9427716,4752.397742,23.42529565,26.54081095,4.873604556
,65,11687.78049,5679.420737,120.1887303,3801.681713,27.73528973,23.88401178,5.099563663
,65,12378.27413,15173.02126,122.139496,12873.29049,58.03555493,70.40881623,4.359170685
,65,14428.03055,20421.79977,122.6100326,12771.91637,60.49174411,71.96756728,4.517276603
,65,15333.44573,16744.61098,127.0095156,5982.163138,34.00681798,41.24108185,5.988611773
,65,18487.48434,19639.90366,124.1872202,8354.242659,50.73907746,49.55387268,4.928832852
,65,19371.56554,26916.36786,124.4104615,24366.52417,109.6017982,124.0736651,4.154430204
,65,19348.52027,29737.10428,126.1563596,10625.99921,53.24329445,70.20006694,5.57690891
,65,20771.9362,30962.76011,125.1372934,7786.675655,38.28906521,47.52806024,5.149225758
,65,32373.26848,11402.93028,121.4043682,5635.870121,36.30664564,31.19321006,4.531031871
,66,4043.209316,17091.89168,119.8124957,4276.157301,25.31160509,25.47390505,4.803565074
,66,6472.693187,14896.77374,116.1673778,3512.699405,23.87586483,22.03628703,4.817545258
,66,7072.266882,24237.12088,124.2030447,4564.97251,27.28363965,32.19643497,5.930535938
,66,7783.463043,13523.95266,122.043284,8395.355847,37.86261187,39.45346505,3.867125037
,66,9163.600686,18725.67331,122.9648507,8588.227497,37.72514274,42.09216085,4.064652683
,66,9759.124866,9598.442923,122.5558608,5568.00361,30.42458693,29.15257482,4.39971689
,66,10171.05041,28434.14234,120.0668403,4399.808211,27.44499678,26.95801214,4.9289643
,66,11698.033,5672.849722,114.7276843,3770.82621,28.42499347,22.10872605,4.427960076
,66,12379.62681,15179.25764,122.85874,13647.05889,61.05071494,74.10620069,4.371365419
,66,13031.65309,30834.47991,121.9486118,10519.02226,45.50099194,47.74554074,3.695821531
,66,13097.2469,27992.37687,122.2708307,11147.92542,45.12310661,68.76734028,4.912137633
,66,14423.45535,20422.65041,123.3792396,12169.00891,62.07366518,67.88573097,4.536275175
,66,15337.81084,16737.11188,122.8311396,5993.438694,35.97940989,42.76767592,5.797306789
,66,18493.41192,19646.63253,117.439467,8553.411963,57.50391173,49.05430821,4.2914007
,66,18946.69351,28292.98647,120.6688376,4084.257422,35.55907362,32.09529893,6.223357167
,66,19376.88381,26916.68065,122.3174777,23494.06538,114.0119114,119.9757593,4.032727345
,66,24310.51756,22561.56039,124.8849926,17869.08497,83.95678978,113.8625316,5.224737315
,66,30323.31091,8007.99287,120.0740833,2639.913906,26.79161913,16.93967462,5.349859069
,66,32369.25416,11407.34566,124.0180784,5733.960085,34.86973615,33.75408836,4.971503898
,67,4050.83175,17097.04034,117.4765886,4285.930623,26.321105,28.88741947,5.149223007
,67,6475.44945,14897.99056,115.4972009,3354.46141,26.1205582,20.11376576,4.615158106
,67,7778.427157,13523.18426,120.1903852,8382.635744,35.76992659,47.91947647,4.475735546
,67,9160.084686,18726.02836,119.9981108,8195.894005,38.24528363,40.49838523,3.92118679
,67,9751.784487,9592.092954,123.9272476,5791.600066,29.53966352,28.31862978,4.224941384
,67,10170.14221,28436.36252,124.1636154,4393.260982,24.4309068,28.10898379,5.447628146
,67,12377.85707,15178.06768,121.3253841,13904.57046,61.05078494,90.48392908,5.06204704
,67,13028.68163,30829.01699,124.1508937,10735.3196,44.28578187,53.63076466,4.164921277
,67,14424.27245,20420.40438,123.1550753,12979.98587,64.09779403,77.8349608,4.829550077
,67,15333.45482,16738.07359,122.8663176,6147.10623,36.44662821,41.17367696,5.467505046
,67,18486.50498,19644.70469,122.8452292,9022.870521,50.63964992,58.55040256,5.232088291
,67,18942.17837,28301.58139,126.4557096,4138.5271,33.68412581,28.61984792,6.059636814
,67,19370.90764,26915.48082,125.5342713,25243.22654,105.8274896,129.0302512,4.241102936
,67,20345.97535,20599.45643,124.0220765,20665.87952,89.86756593,131.9458928,5.152091126
,67,31570.82954,26405.58466,121.9122799,3236.637969,26.90020155,17.21499337,4.639651666
,68,4054.646004,17097.1177,119.9532227,4171.199901,26.33036806,22.99352103,4.521317965
,68,6475.407627,14896.15264,117.07315,3451.891445,25.13909127,20.38115648,4.657354125
,68,7788.213588,13519.5538,119.3351755,7324.63927,36.17461189,34.41376873,3.742912499
,68,7854.837481,25491.75419,126.2413522,6272.635953,36.36126218,39.15881263,5.394971832
,68,9167.398151,18720.22957,120.854252,7727.468235,36.5734501,37.48826455,3.924608246
,68,9756.064863,9594.90628,125.2389129,5921.170818,32.14168515,33.48768753,4.878543899
,68,10176.67627,28442.90752,117.5550423,4285.317643,28.61231197,26.68001736,4.81461525
,68,11700.13183,5681.801821,111.698996,3802.098118,27.55779794,26.87168389,4.925215698
,68,12386.03865,15174.31901,117.6553248,13903.61336,61.69453109,85.84734215,4.534951384
,68,13028.16543,30830.1526,125.0235219,10303.53063,39.86658987,51.18100769,4.206687008
,68,13099.87611,27995.36934,120.7585188,12775.91596,49.61315643,79.65779829,4.82543968
,68,15331.92125,16746.15956,124.4010512,6140.690375,35.74121219,34.22011445,4.744928981
,68,18378.74066,15881.65775,124.8161726,7708.766745,43.28677726,45.38009166,4.958774588
,68,18493.65477,19640.22463,117.3642435,8451.569382,52.32101185,52.39200313,4.604167112
,68,18952.30969,28306.73264,119.98348,3768.082656,34.32618294,24.44470723,5.227446618
,68,19378.76921,26918.18652,121.4625497,23261.92486,104.5635609,111.5950182,3.748089811
,68,19355.55327,29744.6887,120.5214535,9299.954681,49.89045275,51.34501661,4.338759131
,68,20348.30823,20600.78353,125.91653,20063.14674,62.74196975,117.8879629,4.900230404
,68,20773.97945,30965.57923,126.9838493,7132.590953,34.23003103,39.99152355,4.919814953
,68,24316.21354,22561.15936,126.5037644,17525.38357,74.39422968,100.8568449,4.859426092
,68,30322.51677,8005.580634,115.5613573,2718.768679,25.80147141,21.41960224,5.896486944
,68,31573.29301,26422.47919,118.363281,3272.224365,28.01633075,20.8020079,5.070405151
,68,32376.19588,11398.38476,117.3602727,5229.24619,36.56393998,33.79356534,4.893520828
,68,32418.57186,21494.66054,126.3925731,4036.236397,32.80329852,23.97775752,5.311257673
,69,4036.05948,17092.07832,121.5783119,4543.922213,25.56791336,22.77840106,4.253390178
,69,6474.518017,14897.32113,117.6246987,3398.136596,26.76856788,19.50769619,4.599246257
,69,7779.877852,13521.62646,123.0139108,7756.368379,36.60358232,43.36005544,4.60077552
,69,9159.528194,18722.56828,121.7978166,8001.457311,35.21380691,37.67262872,3.870749673
,69,9755.522847,9597.379305,125.243998,5644.084207,30.84166875,30.49132519,4.701057374
,69,9705.343389,30590.8344,121.4825631,2699.079603,21.51209974,18.8350294,5.838556313
,69,10166.02067,28443.00395,126.5008065,4898.049164,24.88877306,29.92782268,5.381858735
,69,11685.43585,5673.078567,115.8530119,3622.83646,28.42179534,20.16433023,4.33917389
,69,12381.34423,15178.21192,118.9202326,13278.79567,62.28264917,76.43370722,4.338663213
,69,14424.87436,20422.47787,122.8369241,12881.14609,63.55515064,73.61836127,4.59311043
,69,15331.17131,16738.30183,121.9855757,6120.473801,36.64925529,35.94250757,4.791333064
,69,18372.5763,15880.15059,127.0967532,8123.127307,45.21370683,46.16498641,4.959543018
,69,18491.7149,19644.30209,118.3020077,8430.029043,55.69851982,55.50081942,4.942795746
,69,18947.02198,28296.7642,121.6721946,3726.399309,36.89543272,26.93598309,5.89669482
,69,19375.88382,26916.19571,126.5260778,24068.66831,101.6495919,111.9531625,3.938113313
,69,23010.27027,28990.57678,126.920929,8630.341966,41.33290569,42.88634664,4.367351448
,69,26939.39076,10136.03316,124.000354,10814.92788,56.5945081,60.60483885,4.617980183
,69,30316.7815,8011.008216,126.3959729,2689.633109,25.25369399,18.46510853,6.193869967
,69,31572.77899,26425.0346,125.3029573,3361.894453,26.47973707,17.59984824,4.790604633
,69,32369.67166,11405.58176,126.7385797,5682.386067,33.78926185,33.06839192,5.128790632
,70,4041.798166,17089.54428,123.5530158,4592.29823,24.31846788,25.46492684,4.757576085
,70,6467.85504,14902.72036,120.8819353,3424.364389,24.97018654,17.96124539,4.493030933
,70,7065.619136,24230.75912,124.4290014,4606.120044,28.88874445,29.54735371,5.466227743
,70,7780.39622,13524.89679,123.1148334,7986.347236,38.26195432,42.16011676,4.370126511
,70,7851.040337,25483.98474,127.2223143,6424.542775,35.0926857,37.80841704,5.184237573
,70,9156.394952,18725.07091,126.8458523,8362.976396,33.12582343,39.06171104,4.135695885
,70,9707.377176,30594.09396,123.0385684,2630.289748,21.30212506,14.69100793,5.01499807
,70,11692.67641,5677.829591,122.3937386,3822.63241,26.64612371,20.0132215,4.533664471
,70,12381.12507,15177.70985,117.7835883,13432.65204,64.54003178,78.08452773,4.296840353
,70,13025.76154,30828.52308,125.2586883,10824.84481,43.82268866,58.1246934,4.52553132
,70,13093.27193,27990.16831,122.1785464,12065.85154,49.14032038,77.79802458,5.10369738
,70,14426.45607,20422.57796,119.0442039,12419.52197,66.25585949,70.24313112,4.285393818
,70,18488.16091,19639.33811,118.3885696,8488.985174,55.87087125,54.57886807,4.840877926
,70,18940.19777,28293.15131,124.5786945,3960.22936,35.99067348,25.43300181,5.536455758
,70,19371.76428,26916.32988,124.7117936,23608.44963,106.8351247,121.6834126,4.225803867
,70,19352.65568,29742.3471,125.0279298,10324.90351,52.94518619,73.92577312,5.92041919
,70,20348.6841,20603.15058,121.524492,18976.71648,88.81769481,122.0262542,4.990831178
,70,32365.73859,11407.78641,124.8548509,5573.492623,34.37145202,31.08645251,4.809453268
,71,4034.475751,17090.93048,121.9352774,4681.159327,25.67507466,24.5346238,4.423148073
,71,6469.886127,14897.48729,111.8213921,3157.812372,26.35240379,20.94941945,4.752781621
,71,7060.901858,24231.53941,127.3648978,4658.11295,26.60110339,28.698869,5.507448319
,71,7773.904392,13515.15979,122.9131822,8118.747572,35.38245989,48.05719674,4.828952119
,71,9155.136104,18717.74116,126.3532916,7796.706728,36.57784346,34.15063012,3.900062274
,71,9743.697847,9595.474028,126.1802992,6320.359922,31.03568971,28.32390798,4.030068888
,71,10167.45746,28439.54583,126.5725065,4825.459167,24.25822938,31.85983968,5.776523988
,71,11676.5625,5674.098571,117.4439326,3794.154145,27.95413774,21.81722533,4.543681762
,71,12378.08904,15170.15282,121.3028005,13356.9719,59.63925287,86.07112283,5.017480131
,71,15325.44701,16741.30839,125.1477885,6258.430829,37.66842829,37.93022707,5.166741564
,71,18477.01042,19641.57907,124.6151901,8500.066007,49.12308955,55.40759037,5.411943372
,71,19367.36108,26914.00112,124.7429264,24843.21299,107.1497094,127.8716245,4.218206961
,71,20340.45055,20595.03445,126.7571871,20170.63054,84.24593756,121.6907897,5.092625997
,71,26934.01806,10133.44679,127.2110219,11825.10268,57.26842151,69.17574075,5.037171575
,71,30306.03302,8005.250403,126.9471619,2838.718179,25.06021471,20.0549735,6.370096662
,72,4041.334828,17089.30599,123.2374681,4445.776661,25.89149065,27.12374288,5.15034758
,72,6466.872525,14899.07174,121.637829,3242.448892,25.33543461,19.42856402,5.079320076
,72,7783.973385,13522.31634,121.5133161,7912.559695,38.29400139,38.55987842,3.974342589
,72,9158.434976,18720.48469,124.4307747,8165.570829,36.86489767,35.22122649,3.729044045
,72,9712.236864,30587.31228,117.5897586,2526.810356,21.17280182,17.41579643,5.481236715
